"ID","ses","ethnic","district_id","frac_homos","frac_homoe"
"wl2201",1,1,"Brent 030D",0.193326790971541,0.698724239450442
"al14113",1,3,"Brent 017D",0.395445134575569,0.456521739130435
"wh23248",3,1,"Brent 032D",0.559946416610851,0.790354989953114
"wl10259",1,1,"Brent 015E",0.2648835202761,0.676445211389129
"al18427",1,3,"Brent 024A",0.380681818181818,0.253787878787879
"wh24728",3,1,"Brent 032E",0.5,0.721052631578947
"ah12165",3,3,"Brent 007D",0.397830018083183,0.502712477396022
"wh30541",3,1,"Brent 017F",0.48578811369509,0.363049095607235
"bl349",1,2,"Brent 009A",0.185968819599109,0.0679287305122494
"wm18325",2,1,"Brent 012A",0.371681415929204,0.314159292035398
"bm3671",2,2,"Brent 004A",0.348484848484849,0.0323232323232323
"ah21747",3,3,"Brent 010F",0.240995415848068,0.507531106745252
"wh10550",3,1,"Brent 033D",0.424124513618677,0.613813229571984
"am9120",2,3,"Brent 008B",0.399383983572895,0.592402464065708
"wm25248",2,1,"Brent 019B",0.380182002022245,0.304347826086957
"bm9137",2,2,"Brent 024D",0.344506517690875,0.299813780260708
"ah20732",3,3,"Brent 022E",0.372052401746725,0.241921397379913
"al2515",1,3,"Brent 006A",0.156462585034014,0.440233236151603
"bl4488",1,2,"Brent 028C",0.236889692585895,0.132007233273056
"wm28216",2,1,"Brent 005E",0.446503791069924,0.447346251053075
"ah16085",3,3,"Brent 016C",0.301724137931034,0.513793103448276
"bm4929",2,2,"Brent 016A",0.375446960667461,0.109654350417163
"al14139",1,3,"Brent 017D",0.395445134575569,0.456521739130435
"al6641",1,3,"Brent 004C",0.165111940298507,0.536380597014925
"ah9022",3,3,"Brent 008A",0.492914979757085,0.642712550607287
"al2979",1,3,"Brent 006C",0.29079754601227,0.47239263803681
"wh17711",3,1,"Brent 023D",0.59683426443203,0.844506517690875
"wm10843",2,1,"Brent 033A",0.32626427406199,0.635399673735726
"ah7119",3,3,"Brent 004D",0.524242424242424,0.596969696969697
"wh7789",3,1,"Brent 005B",0.289606458123108,0.451059535822402
"am10272",2,3,"Brent 012A",0.371681415929204,0.514380530973451
"wl17738",1,1,"Brent 026E",0.408789386401327,0.208126036484245
"am17875",2,3,"Brent 005E",0.446503791069924,0.456613310867734
"wl9589",1,1,"Brent 015A",0.325503355704698,0.646812080536913
"wh25948",3,1,"Brent 021E",0.23202170963365,0.322930800542741
"ah7148",3,3,"Brent 004D",0.524242424242424,0.596969696969697
"wm6375",2,1,"Brent 025A",0.390170511534604,0.448345035105316
"wm30689",2,1,"Brent 024D",0.344506517690875,0.496275605214153
"wl6047",1,1,"Brent 031A",0.360863095238095,0.532738095238095
"am14483",2,3,"Brent 016B",0.390735146022155,0.504531722054381
"wh13157",3,1,"Brent 028C",0.482820976491863,0.750452079566004
"al2656",1,3,"Brent 009C",0.329050678087081,0.351177730192719
"wm18322",2,1,"Brent 012A",0.371681415929204,0.314159292035398
"am382",2,3,"Brent 029B",0.300090661831369,0.797824116047144
"wh14600",3,1,"Brent 028E",0.592846270928463,0.802891933028919
"wh27525",3,1,"Brent 009E",0.339578454332553,0.565573770491803
"bl9737",1,2,"Brent 024A",0.380681818181818,0.149621212121212
"wh887",3,1,"Brent 009C",0.325481798715203,0.337615988579586
"wh28360",3,1,"Brent 020E",0.233644859813084,0.222429906542056
"wl6205",1,1,"Brent 031B",0.395168248490078,0.490077653149267
"wm30630",2,1,"Brent 024D",0.344506517690875,0.496275605214153
"wl19696",1,1,"Brent 017F",0.229974160206718,0.363049095607235
"ah5147",3,3,"Brent 005A",0.328587075575027,0.414019715224535
"wm30356",2,1,"Brent 022D",0.339176829268293,0.714939024390244
"bm2309",2,2,"Brent 025C",0.368639667705088,0.412253374870197
"bh4975",3,2,"Brent 007D",0.397830018083183,0.0804701627486438
"wm1639",2,1,"Brent 009D",0.37799043062201,0.381578947368421
"wh5799",3,1,"Brent 018B",0.378935939196526,0.542888165038002
"wm29140",2,1,"Brent 024A",0.37594696969697,0.596590909090909
"wh20874",3,1,"Brent 032A",0.45,0.698181818181818
"wm21861",2,1,"Brent 032E",0.301973684210526,0.721052631578947
"wl4647",1,1,"Brent 018D",0.210526315789474,0.744101633393829
"wh20474",3,1,"Brent 012D",0.37332139659803,0.526410026857654
"wl19769",1,1,"Brent 031G",0.392914653784219,0.570048309178744
"wl16234",1,1,"Brent 017D",0.395445134575569,0.325051759834369
"am20092",2,3,"Brent 024B",0.360787824529991,0.29632945389436
"am17959",2,3,"Brent 005E",0.446503791069924,0.456613310867734
"wl7080",1,1,"Brent 033B",0.287581699346405,0.678104575163399
"bl8309",1,2,"Brent 020A",0.370232558139535,0.13953488372093
"am10162",2,3,"Brent 008E",0.397397397397397,0.556556556556557
"wm31642",2,1,"Brent 003G",0.40750966316952,0.349530646051905
"al6618",1,3,"Brent 004C",0.165111940298507,0.536380597014925
"wl10774",1,1,"Brent 023E",0.219274977895668,0.713527851458886
"ah739",3,3,"Brent 029C",0.25,0.615120274914089
"wm28826",2,1,"Brent 020E",0.344859813084112,0.222429906542056
"wh22849",3,1,"Brent 032D",0.559946416610851,0.790354989953114
"bh7595",3,2,"Brent 005D",0.280038759689922,0.121124031007752
"wh4961",3,1,"Brent 011D",0.314591700133869,0.610441767068273
"wm14896",2,1,"Brent 015A",0.36744966442953,0.646812080536913
"wm22468",2,1,"Brent 001B",0.37159372419488,0.246903385631709
"wm11389",2,1,"Brent 031E",0.336569579288026,0.558252427184466
"am15044",2,3,"Brent 016C",0.368965517241379,0.513793103448276
"wh3004",3,1,"Brent 030B",0.504520795660036,0.716998191681736
"wl13681",1,1,"Brent 001C",0.252385082393755,0.466608846487424
"wh30774",3,1,"Brent 017G",0.41699604743083,0.369565217391304
"wm2462",2,1,"Brent 022A",0.339024390243902,0.631707317073171
"wm25850",2,1,"Brent 017C",0.350378787878788,0.298295454545455
"wl20308",1,1,"Brent 010F",0.362802881466929,0.33464309102816
"wm4773",2,1,"Brent 011C",0.390055248618785,0.549171270718232
"bh1778",3,2,"Brent 014D",0.312574850299401,0.154491017964072
"am18585",2,3,"Brent 029E",0.342298288508557,0.838630806845966
"bl9885",1,2,"Brent 024C",0.319209039548023,0.193032015065913
"ah11010",3,3,"Brent 008E",0.449449449449449,0.556556556556557
"wh2437",3,1,"Brent 023A",0.611524163568773,0.803903345724907
"al199",1,3,"Brent 026A",0.4375,0.569915254237288
"wh18771",3,1,"Brent 013B",0.389078498293515,0.331058020477816
"ah2639",3,3,"Brent 006E",0.411172161172161,0.484432234432234
"ah1127",3,3,"Brent 029D",0.204819277108434,0.717871485943775
"wh18671",3,1,"Brent 008B",0.437371663244353,0.341889117043121
"bl6359",1,2,"Brent 032E",0.198026315789474,0.136184210526316
"wl7606",1,1,"Brent 033D",0.235408560311284,0.613813229571984
"al13093",1,3,"Brent 016D",0.380552220888355,0.623049219687875
"al19451",1,3,"Brent 003G",0.235229155162893,0.587520706791828
"ah14855",3,3,"Brent 001E",0.346029173419773,0.528363047001621
"ah2389",3,3,"Brent 006D",0.422340425531915,0.479787234042553
"wm8784",2,1,"Brent 005B",0.401614530776993,0.451059535822402
"wl1091",1,1,"Brent 009C",0.329050678087081,0.337615988579586
"am8203",2,3,"Brent 034D",0.353300733496333,0.114914425427873
"am249",2,3,"Brent 029A",0.373117033603708,0.495944380069525
"al14312",1,3,"Brent 017E",0.394866732477789,0.475814412635735
"wh4176",3,1,"Brent 023C",0.482625482625483,0.761583011583012
"bm4689",2,2,"Brent 018E",0.326638477801268,0.135306553911205
"wm10404",2,1,"Brent 025E",0.376973073351903,0.495821727019499
"wh20570",3,1,"Brent 032A",0.45,0.698181818181818
"ah10728",3,3,"Brent 008D",0.628781684382666,0.587080948487326
"wm16129",2,1,"Brent 015E",0.323554788610871,0.676445211389129
"al3258",1,3,"Brent 022A",0.234146341463415,0.242682926829268
"bh8145",3,2,"Brent 019E",0.255302435192459,0.191673212882954
"ah12656",3,3,"Brent 007E",0.33245382585752,0.437994722955145
"wl5643",1,1,"Brent 025B",0.398422090729783,0.40138067061144
"wm3592",2,1,"Brent 030D",0.360157016683023,0.698724239450442
"bl8966",1,2,"Brent 010E",0.385135135135135,0.366216216216216
"am15251",2,3,"Brent 019A",0.368993653671804,0.594741613780598
"al14798",1,3,"Brent 020C",0.410526315789474,0.472727272727273
"bh1504",3,2,"Brent 014A",0.281531531531532,0.236486486486486
"wm29491",2,1,"Brent 022C",0.355828220858896,0.733567046450482
"wl6482",1,1,"Brent 025D",0.448179271708683,0.319327731092437
"wl4771",1,1,"Brent 002B",0.251724137931034,0.529885057471264
"bl7463",1,2,"Brent 021D",0.388203017832647,0.395061728395062
"am3151",2,3,"Brent 030C",0.334109429569267,0.19906868451688
"bh8137",3,2,"Brent 019E",0.255302435192459,0.191673212882954
"wm19915",2,1,"Brent 012D",0.39212175470009,0.526410026857654
"wh30933",3,1,"Brent 003G",0.357261181667587,0.349530646051905
"wh17832",3,1,"Brent 023D",0.59683426443203,0.844506517690875
"bh8938",3,2,"Brent 003G",0.357261181667587,0.0629486471562673
"wl9879",1,1,"Brent 015B",0.271281571562208,0.724976613657624
"wm27343",2,1,"Brent 009E",0.407494145199063,0.565573770491803
"am16707",2,3,"Brent 020B",0.345666991236611,0.574488802336904
"wh2304",3,1,"Brent 023A",0.611524163568773,0.803903345724907
"am16067",2,3,"Brent 020A",0.346046511627907,0.486511627906977
"wh21771",3,1,"Brent 030E",0.553191489361702,0.764944275582573
"wl2579",1,1,"Brent 011A",0.306569343065693,0.602711157455683
"bh2183",3,2,"Brent 025B",0.250493096646943,0.370808678500986
"am5167",2,3,"Brent 002C",0.454091816367265,0.401197604790419
"wm6485",2,1,"Brent 014B",0.396111786148238,0.476306196840826
"bh7891",3,2,"Brent 014F",0.264646464646465,0.194949494949495
"al19154",1,3,"Brent 027F",0.444326617179215,0.150583244962884
"al4516",1,3,"Brent 014D",0.29940119760479,0.273053892215569
"wh29444",3,1,"Brent 024C",0.290960451977401,0.580979284369115
"ah17380",3,3,"Brent 017C",0.270833333333333,0.520833333333333
"bh1558",3,2,"Brent 018C",0.361724500525762,0.106203995793901
"wm16845",2,1,"Brent 023D",0.264432029795158,0.844506517690875
"wh20696",3,1,"Brent 032A",0.45,0.698181818181818
"wm23832",2,1,"Brent 027E",0.332635983263598,0.350418410041841
"ah10665",3,3,"Brent 008D",0.628781684382666,0.587080948487326
"bh307",3,2,"Brent 009A",0.373051224944321,0.0679287305122494
"wh1003",3,1,"Brent 009D",0.266746411483254,0.381578947368421
"wm22581",2,1,"Brent 001C",0.390286209887251,0.466608846487424
"am17190",2,3,"Brent 005C",0.421002838221381,0.453169347209082
"al11964",1,3,"Brent 016B",0.338368580060423,0.504531722054381
"am6598",2,3,"Brent 033D",0.340466926070039,0.168287937743191
"wl19923",1,1,"Brent 027F",0.444326617179215,0.225874867444327
"ah17699",3,3,"Brent 017E",0.250740375123396,0.475814412635735
"wh24226",3,1,"Brent 032E",0.5,0.721052631578947
"wl14299",1,1,"Brent 021A",0.447257383966245,0.378340365682138
"wm12556",2,1,"Brent 004C",0.375,0.428171641791045
"ah11031",3,3,"Brent 012A",0.280973451327434,0.514380530973451
"wh25681",3,1,"Brent 027D",0.287671232876712,0.287671232876712
"bh8201",3,2,"Brent 020D",0.275486381322957,0.166536964980545
"wm2607",2,1,"Brent 030A",0.3203125,0.716517857142857
"ah7801",3,3,"Brent 003E",0.398936170212766,0.65531914893617
"bh5314",3,2,"Brent 032D",0.559946416610851,0.0951105157401206
"ah13661",3,3,"Brent 002E",0.307964601769912,0.469911504424779
"bm6204",2,2,"Brent 021A",0.360056258790436,0.461322081575246
"bl2758",1,2,"Brent 031B",0.395168248490078,0.336496980155306
"ah16751",3,3,"Brent 019B",0.280080889787664,0.599595551061679
"al10071",1,3,"Brent 001A",0.244639376218324,0.616959064327485
"am8964",2,3,"Brent 008A",0.369433198380567,0.642712550607287
"bh9010",3,2,"Brent 010F",0.240995415848068,0.157825802226588
"ah808",3,3,"Brent 026C",0.223880597014925,0.681592039800995
"wh5392",3,1,"Brent 018A",0.482726423902894,0.734827264239029
"ah4644",3,3,"Brent 003A",0.28314606741573,0.403370786516854
"wl14854",1,1,"Brent 021E",0.439620081411126,0.322930800542741
"bm2971",2,2,"Brent 025E",0.376973073351903,0.361188486536676
"bh1451",3,2,"Brent 018B",0.378935939196526,0.146579804560261
"wh24790",3,1,"Brent 001A",0.290448343079922,0.338206627680312
"wm8077",2,1,"Brent 002C",0.454091816367265,0.523952095808383
"wl2740",1,1,"Brent 010B",0.369077306733167,0.361596009975062
"al2630",1,3,"Brent 009B",0.281839622641509,0.422169811320755
"wl7764",1,1,"Brent 031F",0.277998411437649,0.638602065131056
"am10732",2,3,"Brent 007B",0.40453074433657,0.513484358144552
"bl3740",1,2,"Brent 033B",0.287581699346405,0.216503267973856
"al17781",1,3,"Brent 020D",0.408560311284047,0.585992217898833
"am16080",2,3,"Brent 020A",0.346046511627907,0.486511627906977
"am4250",2,3,"Brent 018C",0.379600420609884,0.329127234490011
"ah9650",3,3,"Brent 013A",0.304100227790433,0.504555808656036
"wm20770",2,1,"Brent 032C",0.274688796680498,0.843153526970954
"al5052",1,3,"Brent 002C",0.270459081836327,0.401197604790419
"wl15465",1,1,"Brent 016C",0.329310344827586,0.338793103448276
"bl824",1,2,"Brent 006D",0.174468085106383,0.0478723404255319
"wh13939",3,1,"Brent 028D",0.491487786824574,0.768319763138416
"bm8363",2,2,"Brent 014F",0.425252525252525,0.194949494949495
"bh4285",3,2,"Brent 015E",0.411561691113028,0.087144089732528
"al16439",1,3,"Brent 029E",0.427872860635697,0.838630806845966
"wh12334",3,1,"Brent 028A",0.502508361204013,0.78428093645485
"al4072",1,3,"Brent 018B",0.248642779587405,0.310532030401737
"wh13448",3,1,"Brent 028C",0.482820976491863,0.750452079566004
"wh9046",3,1,"Brent 033A",0.450244698205546,0.635399673735726
"bm664",2,2,"Brent 006B",0.36986301369863,0.296803652968037
"wm19669",2,1,"Brent 007E",0.353562005277045,0.324538258575198
"wl16138",1,1,"Brent 017C",0.378787878787879,0.298295454545455
"wm13468",2,1,"Brent 028B",0.271480804387569,0.786106032906764
"ah18166",3,3,"Brent 005C",0.328287606433302,0.453169347209082
"am10555",2,3,"Brent 007A",0.37199124726477,0.522975929978118
"wh9471",3,1,"Brent 033B",0.410130718954248,0.678104575163399
"bh2455",3,2,"Brent 031B",0.249352890422778,0.336496980155306
"am1659",2,3,"Brent 029D",0.345381526104418,0.717871485943775
"wl8940",1,1,"Brent 028D",0.227979274611399,0.768319763138416
"wm17747",2,1,"Brent 008C",0.379346680716544,0.397260273972603
"wh17521",3,1,"Brent 023D",0.59683426443203,0.844506517690875
"am1152",2,3,"Brent 026C",0.359203980099502,0.681592039800995
"wl17821",1,1,"Brent 019C",0.367221735319895,0.19193689745837
"bl689",1,2,"Brent 009D",0.355263157894737,0.315789473684211
"wh12893",3,1,"Brent 028B",0.524680073126143,0.786106032906764
"wm19641",2,1,"Brent 007E",0.353562005277045,0.324538258575198
"am9054",2,3,"Brent 008B",0.399383983572895,0.592402464065708
"al11836",1,3,"Brent 021F",0.460927152317881,0.23046357615894
"wl19901",1,1,"Brent 027F",0.444326617179215,0.225874867444327
"wm14663",2,1,"Brent 034C",0.315096251266464,0.41742654508612
"am20688",2,3,"Brent 017G",0.357707509881423,0.545454545454545
"wm16300",2,1,"Brent 015F",0.275210084033613,0.801470588235294
"bh130",3,2,"Brent 029C",0.25,0.119415807560137
"wh6333",3,1,"Brent 014B",0.240583232077764,0.476306196840826
"wm13874",2,1,"Brent 028C",0.280289330922242,0.750452079566004
"am12649",2,3,"Brent 001B",0.37159372419488,0.682080924855491
"am5344",2,3,"Brent 003B",0.429137760158573,0.584737363726462
"ah15405",3,3,"Brent 021D",0.244170096021948,0.209876543209877
"wh674",3,1,"Brent 006A",0.464528668610301,0.459669582118562
"bl2477",1,2,"Brent 025C",0.377985462097612,0.412253374870197
"ah20803",3,3,"Brent 017F",0.48578811369509,0.4328165374677
"wh26234",3,1,"Brent 013D",0.310655737704918,0.29016393442623
"am11572",2,3,"Brent 012D",0.39212175470009,0.367054610564011
"bl10658",1,2,"Brent 010F",0.362802881466929,0.157825802226588
"wm6419",2,1,"Brent 025A",0.390170511534604,0.448345035105316
"wh7103",3,1,"Brent 002A",0.301768990634755,0.470343392299688
"am3349",2,3,"Brent 023C",0.298262548262548,0.0974903474903475
"wl4664",1,1,"Brent 002A",0.236212278876171,0.470343392299688
"wm22951",2,1,"Brent 001D",0.405325443786982,0.395463510848126
"wl7053",1,1,"Brent 033B",0.287581699346405,0.678104575163399
"wh27251",3,1,"Brent 005C",0.328287606433302,0.455061494796594
"wm7633",2,1,"Brent 002B",0.418390804597701,0.529885057471264
"wm26370",2,1,"Brent 010D",0.461620469083156,0.651385927505331
"am8352",2,3,"Brent 015B",0.374181478016838,0.155285313376988
"wl18635",1,1,"Brent 022C",0.236634531113059,0.733567046450482
"am16154",2,3,"Brent 020A",0.346046511627907,0.486511627906977
"bm3476",2,2,"Brent 031E",0.336569579288026,0.292880258899676
"wm17615",2,1,"Brent 013B",0.352673492605233,0.331058020477816
"wl6898",1,1,"Brent 025F",0.418478260869565,0.285326086956522
"al17371",1,3,"Brent 019E",0.428908091123331,0.633150039277298
"wl19594",1,1,"Brent 022E",0.300436681222707,0.622707423580786
"wm4819",2,1,"Brent 011C",0.390055248618785,0.549171270718232
"wl15104",1,1,"Brent 016B",0.338368580060423,0.337361530715005
"am14423",2,3,"Brent 016B",0.390735146022155,0.504531722054381
"wm9714",2,1,"Brent 031A",0.374255952380952,0.532738095238095
"ah5953",3,3,"Brent 031E",0.284789644012945,0.148867313915858
"wl3010",1,1,"Brent 011C",0.318232044198895,0.549171270718232
"wl15848",1,1,"Brent 017B",0.294691224268689,0.292524377031419
"bl4610",1,2,"Brent 028E",0.142313546423135,0.0981735159817352
"am15221",2,3,"Brent 019A",0.368993653671804,0.594741613780598
"wm2980",2,1,"Brent 023A",0.263011152416357,0.803903345724907
"wh28623",3,1,"Brent 022B",0.372627372627373,0.65034965034965
"al1935",1,3,"Brent 026D",0.411433926897844,0.538894095595127
"wl8593",1,1,"Brent 028B",0.203839122486289,0.786106032906764
"ah14823",3,3,"Brent 001E",0.346029173419773,0.528363047001621
"am4581",2,3,"Brent 014D",0.388023952095808,0.273053892215569
"wh1847",3,1,"Brent 030A",0.459821428571429,0.716517857142857
"am10184",2,3,"Brent 012A",0.371681415929204,0.514380530973451
"wh11276",3,1,"Brent 004B",0.497076023391813,0.417153996101364
"am12455",2,3,"Brent 002E",0.427433628318584,0.469911504424779
"wh8412",3,1,"Brent 031A",0.264880952380952,0.532738095238095
"ah5969",3,3,"Brent 031E",0.284789644012945,0.148867313915858
"wh18535",3,1,"Brent 008A",0.492914979757085,0.295546558704453
"am5354",2,3,"Brent 003B",0.429137760158573,0.584737363726462
"wh7111",3,1,"Brent 002A",0.301768990634755,0.470343392299688
"al15919",1,3,"Brent 026E",0.408789386401327,0.583747927031509
"wm23232",2,1,"Brent 001E",0.406807131280389,0.3354943273906
"am2718",2,3,"Brent 006D",0.403191489361702,0.479787234042553
"wh3366",3,1,"Brent 030D",0.446516192345437,0.698724239450442
"wm4656",2,1,"Brent 011B",0.407766990291262,0.532766990291262
"wm24750",2,1,"Brent 013D",0.327049180327869,0.29016393442623
"wl17374",1,1,"Brent 014E",0.35871743486974,0.472945891783567
"ah15900",3,3,"Brent 013D",0.310655737704918,0.565573770491803
"al16461",1,3,"Brent 029E",0.427872860635697,0.838630806845966
"bm1640",2,2,"Brent 025A",0.390170511534604,0.366098294884654
"wm19295",2,1,"Brent 007D",0.420433996383363,0.416817359855335
"al16848",1,3,"Brent 019D",0.447480785653288,0.812980358667805
"wm1193",2,1,"Brent 006A",0.379008746355685,0.459669582118562
"am18162",2,3,"Brent 026E",0.344941956882255,0.583747927031509
"ah10800",3,3,"Brent 008E",0.449449449449449,0.556556556556557
"bl3773",1,2,"Brent 033C",0.243192488262911,0.248826291079812
"wm2359",2,1,"Brent 006E",0.392857142857143,0.419413919413919
"ah9571",3,3,"Brent 013A",0.304100227790433,0.504555808656036
"wh22312",3,1,"Brent 032C",0.57344398340249,0.843153526970954
"wm11468",2,1,"Brent 031E",0.336569579288026,0.558252427184466
"wm20159",2,1,"Brent 032B",0.291571753986333,0.85041761579347
"wh20439",3,1,"Brent 012D",0.37332139659803,0.526410026857654
"wl2631",1,1,"Brent 011A",0.306569343065693,0.602711157455683
"al3688",1,3,"Brent 010B",0.369077306733167,0.481296758104738
"wl8579",1,1,"Brent 028B",0.203839122486289,0.786106032906764
"am20029",2,3,"Brent 024B",0.360787824529991,0.29632945389436
"bm4075",2,2,"Brent 034B",0.279348757497858,0.258783204798629
"wh11159",3,1,"Brent 004B",0.497076023391813,0.417153996101364
"wm10450",2,1,"Brent 025E",0.376973073351903,0.495821727019499
"bm6807",2,2,"Brent 021D",0.367626886145405,0.395061728395062
"am20348",2,3,"Brent 024D",0.344506517690875,0.20391061452514
"al1624",1,3,"Brent 026C",0.416915422885572,0.681592039800995
"wm18819",2,1,"Brent 007B",0.40453074433657,0.425026968716289
"ah17050",3,3,"Brent 017B",0.335861321776815,0.421451787648971
"ah317",3,3,"Brent 029B",0.217588395285585,0.797824116047144
"wl17758",1,1,"Brent 026E",0.408789386401327,0.208126036484245
"wm24544",2,1,"Brent 016B",0.390735146022155,0.337361530715005
"al17454",1,3,"Brent 019E",0.428908091123331,0.633150039277298
"bh7202",3,2,"Brent 017D",0.253623188405797,0.218426501035197
"bh3363",3,2,"Brent 031F",0.37648927720413,0.202541699761716
"ah5390",3,3,"Brent 002D",0.315508021390374,0.32620320855615
"wh15127",3,1,"Brent 034C",0.304964539007092,0.41742654508612
"wl10481",1,1,"Brent 015F",0.17436974789916,0.801470588235294
"wl19126",1,1,"Brent 022D",0.232469512195122,0.714939024390244
"wh4798",3,1,"Brent 011B",0.275485436893204,0.532766990291262
"wl15538",1,1,"Brent 019A",0.292837715321849,0.271078875793291
"wh23948",3,1,"Brent 033F",0.486533449174631,0.682884448305821
"bm1548",2,2,"Brent 018C",0.379600420609884,0.106203995793901
"ah7454",3,3,"Brent 004E",0.382702702702703,0.607567567567568
"wh4343",3,1,"Brent 023C",0.482625482625483,0.761583011583012
"wh27682",3,1,"Brent 010E",0.221621621621622,0.458108108108108
"ah6390",3,3,"Brent 004A",0.518181818181818,0.6
"ah18314",3,3,"Brent 005D",0.280038759689922,0.359496124031008
"wm20434",2,1,"Brent 032B",0.291571753986333,0.85041761579347
"al17516",1,3,"Brent 019E",0.428908091123331,0.633150039277298
"bm8541",2,2,"Brent 019C",0.340052585451358,0.0832602979842244
"al798",1,3,"Brent 029B",0.482320942883046,0.797824116047144
"wh30856",3,1,"Brent 003G",0.357261181667587,0.349530646051905
"wh16225",3,1,"Brent 015D",0.335221907459868,0.637393767705382
"al4532",1,3,"Brent 014D",0.29940119760479,0.273053892215569
"wl1571",1,1,"Brent 022A",0.234146341463415,0.631707317073171
"wl5819",1,1,"Brent 025C",0.377985462097612,0.490134994807892
"wm12358",2,1,"Brent 004B",0.38401559454191,0.417153996101364
"am13326",2,3,"Brent 001D",0.405325443786982,0.509861932938856
"wl5954",1,1,"Brent 031A",0.360863095238095,0.532738095238095
"bm6821",2,2,"Brent 021D",0.367626886145405,0.395061728395062
"ah18670",3,3,"Brent 005E",0.246840775063184,0.456613310867734
"am1225",2,3,"Brent 026C",0.359203980099502,0.681592039800995
"ah19657",3,3,"Brent 019E",0.255302435192459,0.633150039277298
"wm23683",2,1,"Brent 021A",0.360056258790436,0.378340365682138
"am4363",2,3,"Brent 014B",0.396111786148238,0.359659781287971
"wh30481",3,1,"Brent 017F",0.48578811369509,0.363049095607235
"am5503",2,3,"Brent 003B",0.429137760158573,0.584737363726462
"wm4001",2,1,"Brent 023C",0.298262548262548,0.761583011583012
"wl11892",1,1,"Brent 007D",0.181735985533454,0.416817359855335
"al2456",1,3,"Brent 009A",0.185968819599109,0.468819599109131
"bl7035",1,2,"Brent 027E",0.388075313807531,0.48744769874477
"am15640",2,3,"Brent 019B",0.380182002022245,0.599595551061679
"wm28244",2,1,"Brent 005E",0.446503791069924,0.447346251053075
"al6469",1,3,"Brent 004A",0.133333333333333,0.6
"ah15053",3,3,"Brent 001F",0.315028901734104,0.642581888246628
"wh25605",3,1,"Brent 021A",0.192686357243319,0.378340365682138
"am9987",2,3,"Brent 008E",0.397397397397397,0.556556556556557
"bm5958",2,2,"Brent 001E",0.406807131280389,0.13614262560778
"ah3902",3,3,"Brent 014A",0.281531531531532,0.203828828828829
"wh16007",3,1,"Brent 015C",0.456037514654162,0.706916764361079
"wl9093",1,1,"Brent 028E",0.142313546423135,0.802891933028919
"ah14229",3,3,"Brent 001C",0.357328707718994,0.465741543798786
"wl8923",1,1,"Brent 028D",0.227979274611399,0.768319763138416
"bh6767",3,2,"Brent 013D",0.310655737704918,0.144262295081967
"wm25508",2,1,"Brent 013E",0.370212765957447,0.35531914893617
"am11966",2,3,"Brent 033F",0.30755864465682,0.146828844483058
"bl1451",1,2,"Brent 018A",0.197012138188609,0.126050420168067
"al3512",1,3,"Brent 023C",0.219111969111969,0.0974903474903475
"bh8469",3,2,"Brent 024C",0.290960451977401,0.193032015065913
"wm16262",2,1,"Brent 015F",0.275210084033613,0.801470588235294
"wh22253",3,1,"Brent 032C",0.57344398340249,0.843153526970954
"wh6502",3,1,"Brent 014C",0.252314814814815,0.556712962962963
"wl8394",1,1,"Brent 028A",0.220735785953177,0.78428093645485
"wl16663",1,1,"Brent 010D",0.299573560767591,0.651385927505331
"al12537",1,3,"Brent 013D",0.362295081967213,0.565573770491803
"bh1152",3,2,"Brent 010B",0.229426433915212,0.1571072319202
"wh11080",3,1,"Brent 004A",0.518181818181818,0.367676767676768
"wh20992",3,1,"Brent 032B",0.55960516324981,0.85041761579347
"wh20316",3,1,"Brent 007E",0.33245382585752,0.324538258575198
"al19670",1,3,"Brent 010F",0.362802881466929,0.507531106745252
"bl1997",1,2,"Brent 003A",0.303370786516854,0.148314606741573
"wm22518",2,1,"Brent 001B",0.37159372419488,0.246903385631709
"wm12499",2,1,"Brent 004C",0.375,0.428171641791045
"am4914",2,3,"Brent 002B",0.418390804597701,0.37816091954023
"ah11111",3,3,"Brent 012A",0.280973451327434,0.514380530973451
"al8545",1,3,"Brent 008D",0.125919869174162,0.587080948487326
"wm20878",2,1,"Brent 032C",0.274688796680498,0.843153526970954
"wm18777",2,1,"Brent 007B",0.40453074433657,0.425026968716289
"al15080",1,3,"Brent 005C",0.250709555345317,0.453169347209082
"al15550",1,3,"Brent 014F",0.31010101010101,0.35050505050505
"wm24842",2,1,"Brent 013D",0.327049180327869,0.29016393442623
"wh11722",3,1,"Brent 004E",0.382702702702703,0.332972972972973
"al9988",1,3,"Brent 001A",0.244639376218324,0.616959064327485
"al6778",1,3,"Brent 004E",0.215135135135135,0.607567567567568
"ah10878",3,3,"Brent 008E",0.449449449449449,0.556556556556557
"wl15366",1,1,"Brent 016C",0.329310344827586,0.338793103448276
"am11041",2,3,"Brent 007D",0.420433996383363,0.502712477396022
"wm389",2,1,"Brent 029C",0.360824742268041,0.265463917525773
"wl18072",1,1,"Brent 020D",0.408560311284047,0.247470817120623
"wm13393",2,1,"Brent 028A",0.276755852842809,0.78428093645485
"wm30264",2,1,"Brent 022D",0.339176829268293,0.714939024390244
"bh5645",3,2,"Brent 001B",0.336911643270025,0.0710156895127993
"wm18446",2,1,"Brent 012B",0.420168067226891,0.378151260504202
"al2418",1,3,"Brent 029D",0.449799196787149,0.717871485943775
"wm23468",2,1,"Brent 001F",0.436416184971098,0.297687861271676
